Symbol,Fund Name,Asset Class,Mgmt Fee (%),AUM ($),Prev. Close ($),Avg Daily Vol (30D),Inception Date
VXM.B,CI Morningstar International Value Index ETF,Equity,-,491837829.64,,87633,-
WAAV,WaveFront All-Weather Alternative Fund,Alternative,-,2363900,,2290,-
WSRD,Wealthsimple Developed Markets ex North America Socially Responsible Index ETF,Equity,-,947767000,,51455,-
WSRI,Wealthsimple North America Socially Responsible Index ETF,Equity,-,989422000,,33808,-
WXM,CI Morningstar Canada Momentum Index ETF,Equity,-,1431210533.6999998,,410056,-
XAD,iShares U.S. Aerospace & Defense Index ETF,Equity,-,177287200,,28507,-
XAGG,iShares U.S. Aggregate Bond Index ETF,Fixed Income,-,49002750,,7878,-
XAGG.U,iShares U.S. Aggregate Bond Index ETF,Fixed Income,-,19652800,,7000,-
XAGH,iShares U.S. Aggregate Bond Index ETF (CAD-Hedged),Fixed Income,-,403412199.99999994,,47026,-
XAW,iShares Core MSCI All Country World ex Canada Index ETF,Equity,-,3726960000,,313145,-
XAW.U,iShares Core MSCI All Country World ex Canada Index ETF,Equity,-,16150000,,1741,-
XBAL,iShares Core Balanced ETF Portfolio,Asset Allocation,-,2855139500,,389928,-
XBB,iShares Core Canadian Universe Bond Index ETF,Fixed Income,-,9774512000,,1971358,-
XBM,iShares S&P/TSX Global Base Metals Index ETF,Equity,-,508865000,,373603,-
XCB,iShares Core Canadian Corporate Bond Index ETF,Fixed Income,-,3069378000,,796445,-
XCBG,iShares ESG Advanced Canadian Corporate Bond Index ETF,Fixed Income,-,103949999.99999999,,6063,-
XCBU,iShares U.S. IG Corporate Bond Index ETF,Fixed Income,-,5702400,,4929,-
XCBU.U,iShares U.S. IG Corporate Bond Index ETF,Fixed Income,-,4602500,,1422,-
XCD,iShares S&P Global Consumer Discretionary Index ETF (CAD-Hedged),Equity,-,54083500,,4492,-
XCG,iShares Canadian Growth Index ETF,Equity,-,158883500,,14990,-
XCH,iShares China Index ETF,Equity,-,185955000,,97310,-
XCHP,iShares Semiconductor Index ETF,Equity,-,86970600,,34711,-
XCLN,iShares Global Clean Energy Index ETF,Equity,-,17739000,,3029,-
XCNS,iShares Core Conservative Balanced ETF Portfolio,Asset Allocation,-,357151000,,75798,-
XCS,iShares S&P/TSX SmallCap Index ETF,Equity,-,239291999.99999997,,289296,-
XCSR,iShares ESG Advanced MSCI Canada Index ETF,Equity,-,455689250,,24830,-
XCV,iShares Canadian Value Index ETF,Equity,-,125442000,,9272,-
XDG,iShares Core MSCI Global Quality Dividend Index ETF,Equity,-,649269000,,136743,-
XDG.U,iShares Core MSCI Global Quality Dividend Index ETF,Equity,-,12358500,,4537,-
XDGH,iShares Core MSCI Global Quality Dividend Index ETF (CAD-Hedged),Equity,-,151443750,,14110,-
XDIV,iShares Core MSCI Canadian Quality Dividend Index ETF,Equity,-,4297052000,,717301,-
XDNA,iShares Genomics Immunology and Healthcare Index ETF,Equity,-,6189000,,1276,-
XDRV,iShares Global Electric and Autonomous Vehicles Index ETF,Equity,-,5627500,,143,-
XDSR,iShares ESG Advanced MSCI EAFE Index ETF,Equity,-,297396000,,12968,-
XDU,iShares Core MSCI US Quality Dividend Index ETF,Equity,-,263291250,,31374,-
XDU.U,iShares Core MSCI US Quality Dividend Index ETF,Equity,-,20792000,,5114,-
XDUH,iShares Core MSCI US Quality Dividend Index ETF (CAD-Hedged),Equity,-,91800000,,26407,-
XDV,iShares Canadian Select Dividend Index ETF,Equity,-,2280448000,,160134,-
XEB,iShares J.P. Morgan USD Emerging Markets Bond Index ETF (CAD-Hedged),Fixed Income,-,35496000,,22758,-
XEC,iShares Core MSCI Emerging Markets IMI Index ETF,Equity,-,3556512000,,968052,-
XEC.U,iShares Core MSCI Emerging Markets IMI Index ETF,Equity,-,7050000,,4901,-
XEF,iShares Core MSCI EAFE IMI Index ETF,Equity,-,18544042000,,1912251,-
XEF.U,iShares Core MSCI EAFE IMI Index ETF,Equity,-,96768000,,13428,-
XEG,iShares S&P/TSX Capped Energy Index ETF,Equity,-,1980300000,,6640506,-
XEH,iShares MSCI Europe IMI Index ETF (CAD-Hedged),Equity,-,273816000,,25276,-
XEI,iShares S&P/TSX Composite High Dividend Index ETF,Equity,-,3404049000,,621746,-
XEM,iShares MSCI Emerging Markets Index ETF,Equity,-,317238000,,111194,-
XEMC,iShares MSCI Emerging Markets ex China Index ETF,Equity,-,83748300,,46088,-
XEN,iShares Jantzi Social Index ETF,Equity,-,165792000,,6667,-
XEQT,iShares Core Equity ETF Portfolio,Asset Allocation,-,14563862000,,2821298,-
XESG,iShares ESG Aware MSCI Canada Index ETF,Equity,-,591180000,,39731,-
XETM,iShares S&P/TSX Energy Transition Materials Index ETF,Equity,-,54537000,,49203,-
XEU,iShares MSCI Europe IMI Index ETF,Equity,-,620176000,,80509,-
XEXP,iShares Exponential Technologies Index ETF,Equity,-,34430000,,1245,-
XFH,iShares Core MSCI EAFE IMI Index ETF (CAD-Hedged),Equity,-,2664368750,,284893,-
XFLB,iShares Core Canadian 15+ Year Federal Bond Index ETF,Fixed Income,-,53580000,,3058,-
XFLI,iShares Flexible Monthly Income ETF,Fixed Income,-,463149500,,33272,-
XFLI.U,iShares Flexible Monthly Income ETF,Fixed Income,-,9242100,,1644,-
XFLX,iShares Flexible Monthly Income ETF (CAD-Hedged),Fixed Income,-,352374600,,119490,-
XFN,iShares S&P/TSX Capped Financials Index ETF,Equity,-,1948672000,,398428,-
XFR,iShares Floating Rate Index ETF,Fixed Income,-,725086000,,238981,-
XGB,iShares Core Canadian Government Bond Index ETF,Fixed Income,-,2006731999.9999998,,480394,-
XGD,iShares S&P/TSX Global Gold Index ETF,Equity,-,4462504000,,1908800,-
XGI,iShares S&P Global Industrials Index ETF(CAD-Hedged),Equity,-,160312500,,24289,-
XGRO,iShares Core Growth ETF Portfolio,Asset Allocation,-,4270253750,,387872,-
XHAK,iShares Cybersecurity and Tech Index ETF,Equity,-,20137500,,2603,-
XHB,iShares Canadian HYBrid Corporate Bond Index ETF,Fixed Income,-,226659500,,55924,-
XHC,iShares Global Healthcare Index ETF (CAD-Hedged),Equity,-,544633000,,47079,-
XHD,iShares U.S. High Dividend Equity Index ETF (CAD-Hedged),Equity,-,222243000,,21293,-
XHU,iShares U.S. High Dividend Equity Index ETF,Equity,-,175874000,,8184,-
XHY,iShares U.S. High Yield Bond Index ETF (CAD-Hedged),Fixed Income,-,1050516000.0000001,,345155,-
XIC,iShares Core S&P/TSX Capped Composite Index ETF,Equity,-,25766324000,,4125471,-
XID,iShares India Index ETF,Equity,-,133160500.00000001,,28641,-
XIG,iShares U.S. IG Corporate Bond Index ETF (CAD-Hedged),Fixed Income,-,292522000,,72454,-
XIGS,iShares 1-5 Year U.S. IG Corporate Bond Index ETF (CAD-Hedged),Fixed Income,-,575654875,,149928,-
XIN,iShares MSCI EAFE Index ETF (CAD-Hedged),Equity,-,1762897500,,169183,-
XINC,iShares Core Income Balanced ETF Portfolio,Asset Allocation,-,120593750,,49343,-
XIT,iShares S&P/TSX Capped Information Technology Index ETF,Equity,-,700341999.9999999,,103797,-
XIU,iShares S&P/TSX 60 Index ETF,Equity,-,21006628000,,12818532,-
XLB,iShares Core Canadian Long Term Bond Index ETF,Fixed Income,-,824064000,,234520,-
XMA,iShares S&P/TSX Capped Materials Index ETF,Equity,-,732900000,,487637,-
XMC,iShares S&P U.S. Mid-Cap Index ETF,Equity,-,610772000,,138460,-
XMC.U,iShares S&P U.S. Mid-Cap Index ETF,Equity,-,25165500,,13392,-
XMD,iShares S&P/TSX Completion Index ETF,Equity,-,702600000,,141451,-
XMH,iShares S&P U.S. Mid-Cap Index ETF (CAD-Hedged),Equity,-,450441000,,144752,-
XMI,iShares MSCI Min Vol EAFE Index ETF,Equity,-,175837500,,12155,-
XML,iShares MSCI Min Vol EAFE Index ETF (CAD-Hedged),Equity,-,39408000.00000001,,6794,-
XMM,iShares MSCI Min Vol Emerging Markets Index ETF,Equity,-,97123000,,14668,-
XMS,iShares MSCI Min Vol USA Index ETF (CAD-Hedged),Equity,-,64515000,,3125,-
XMTM,iShares MSCI USA Momentum Factor Index ETF,Equity,-,20672100,,14591,-
XMU,iShares MSCI Min Vol USA Index ETF,Equity,-,374340000,,13582,-
XMU.U,iShares MSCI Min Vol USA Index ETF,Equity,-,4856250,,335,-
XMV,iShares MSCI Min Vol Canada Index ETF,Equity,-,389559500,,17826,-
XMW,iShares MSCI Min Vol Global Index ETF,Equity,-,192654000,,9143,-
XMY,iShares MSCI Min Vol Global Index ETF (CAD-Hedged),Equity,-,21443750,,1761,-
XPF,iShares S&P/TSX North American Preferred Stock Index ETF (CAD-Hedged),Preferred Share,-,238792000,,22572,-
XQB,iShares High Quality Canadian Bond Index ETF,Fixed Income,-,523020000,,107213,-
XQLT,iShares MSCI USA Quality Factor Index ETF,Equity,-,213444000,,65903,-
XQQ,iShares NASDAQ 100 Index ETF (CAD-Hedged),Equity,-,4335214500,,639578,-
XQQU,iShares NASDAQ 100 Index ETF,Equity,-,147445000,,29042,-
XQQU.U,iShares NASDAQ 100 Index ETF,Equity,-,14157600,,13553,-
XRB,iShares Canadian Real Return Bond Index ETF,Fixed Income,-,254301000,,26996,-
XRE,iShares S&P/TSX Capped REIT Index ETF,Equity,-,1108614000,,1303234,-
XRP,Evolve XRP ETF,Cryptocurrency,-,34428000,,131716,-
XRP.U,Evolve XRP ETF,Cryptocurrency,-,888720,,3517,-
XRPP,Purpose XRP ETF,Cryptocurrency,-,53618125,,147546,-
XRPP.B,Purpose XRP ETF,Cryptocurrency,-,16885000,,38570,-
XRPP.U,Purpose XRP ETF,Cryptocurrency,-,3779125,,7057,-
XRPQ,3iQ XRP ETF,Cryptocurrency,-,87675749.99999999,,137967,-
XRPQ.U,3iQ XRP ETF,Cryptocurrency,-,64421250,,23263,-
XSAB,iShares ESG Aware Canadian Aggregate Bond Index ETF,Fixed Income,-,231423999.99999997,,43088,-
XSB,iShares Core Canadian Short Term Bond Index ETF,Fixed Income,-,3723176000,,766640,-
XSC,iShares Conservative Short Term Strategic Fixed Income ETF,Fixed Income,-,65619500,,10532,-
XSE,iShares Conservative Strategic Fixed Income ETF,Fixed Income,-,69108000,,12026,-
XSEA,iShares ESG Aware MSCI EAFE Index ETF,Equity,-,319188000,,28459,-
XSEM,iShares ESG Aware MSCI Emerging Markets Index ETF,Equity,-,4980186750,,381444,-
XSH,iShares Core Canadian Short Term Corporate Bond Index ETF,Fixed Income,-,2385511000,,479361,-
XSHG,iShares ESG Advanced 1-5 Year Canadian Corporate Bond Index ETF,Fixed Income,-,45367500,,3747,-
XSHU,iShares 1-5 Year U.S. IG Corporate Bond Index ETF,Fixed Income,-,23562000.000000004,,13257,-
XSHU.U,iShares 1-5 Year U.S. IG Corporate Bond Index ETF,Fixed Income,-,9351000,,2696,-
XSI,iShares Short Term Strategic Fixed Income ETF,Fixed Income,-,45549000,,10149,-
XSMB,iShares Core Canadian Short-Mid Term Universe Bond Index ETF,Fixed Income,-,10072500,,364,-
XSMC,iShares S&P U.S. Small-Cap Index ETF,Equity,-,80027599.99999999,,63264,-
XSMH,iShares S&P U.S. Small-Cap Index ETF (CAD-Hedged),Equity,-,83939900,,95137,-
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged),Equity,-,13658342500,,841674,-
XSPC,iShares S&P 500 3% Capped Index ETF (CAD-Hedged),Equity,-,410393500,,54543,-
XST,iShares S&P/TSX Capped Consumer Staples Index ETF,Equity,-,377928000,,95496,-
XSTB,iShares ESG Aware Canadian Short Term Bond Index ETF,Fixed Income,-,139020000,,17968,-
XSTH,iShares 0-5 Year TIPS Bond Index ETF (CAD-Hedged),Fixed Income,-,2282529600,,1632204,-
XSTP,iShares 0-5 Year TIPS Bond Index ETF,Fixed Income,-,115034550,,16317,-
XSTP.U,iShares 0-5 Year TIPS Bond Index ETF,Fixed Income,-,11145600,,2112,-
XSU,iShares U.S. Small Cap Index ETF (CAD-Hedged),Equity,-,688775500,,198166,-
XSUS,iShares ESG Aware MSCI USA Index ETF,Equity,-,648540000,,84822,-
XTLH,iShares 20+ Year U.S. Treasury Bond Index ETF (CAD-Hedged),Fixed Income,-,296509200,,130152,-
XTLT,iShares 20+ Year U.S. Treasury Bond Index ETF,Fixed Income,-,72143600,,76400,-
XTLT.U,iShares 20+ Year U.S. Treasury Bond Index ETF,Fixed Income,-,5652000,,1721,-
XTOH,iShares Core S&P Total U.S. Stock Market Index ETF (CAD-Hedged),Equity,-,1132000,,289,-
XTOT,iShares Core S&P Total U.S. Stock Market Index ETF,Equity,-,3448483200.0000005,,481063,-
XTOT.U,iShares Core S&P Total U.S. Stock Market Index ETF,Equity,-,1509300,,56,-
XTR,iShares Diversified Monthly Income ETF,Asset Allocation,-,367752000,,53692,-
XUH,iShares Core S&P U.S. Total Market Index ETF (CAD-Hedged),Equity,-,455750750,,36598,-
XUS,iShares Core S&P 500 Index ETF,Equity,-,10461528000,,564727,-
XUS.U,iShares Core S&P 500 Index ETF,Equity,-,312724000,,28894,-
XUSC,iShares S&P 500 3% Capped Index ETF,Equity,-,223086500,,28842,-
XUSC.U,iShares S&P 500 3% Capped Index ETF,Equity,-,19120500,,16514,-
XUSF,iShares S&P U.S. Financials Index ETF,Equity,-,51694999.99999999,,5620,-
XUSR,iShares ESG Advanced MSCI USA Index ETF,Equity,-,408333750,,6048,-
XUT,iShares S&P/TSX Capped Utilities Index ETF,Equity,-,358904000,,535337,-
XUU,iShares Core S&P U.S. Total Market Index ETF,Equity,-,3934398500,,157541,-
XUU.U,iShares Core S&P U.S. Total Market Index ETF,Equity,-,90593000,,30234,-
XVLU,iShares MSCI USA Value Factor Index ETF,Equity,-,62024850.00000001,,60842,-
XWD,iShares MSCI World Index ETF,Equity,-,1448901250,,128973,-
ZACE,BMO U.S. All Cap Equity Fund,Equity,-,55712800,,2635,-
ZAG,BMO Aggregate Bond Index ETF,Fixed Income,-,12174623399.38,,3985022,-
ZBAL,BMO Balanced ETF,Asset Allocation,-,499858480,,198550,-
ZBAL.T,BMO Balanced ETF,Asset Allocation,-,89265000,,47874,-
ZBBB,BMO BBB Corporate Bond Index ETF,Fixed Income,-,36154620,,8026,-
ZBI,BMO Canadian Bank Income Index ETF,Equity,-,154850030.97,,90488,-
ZBK,BMO Equal Weight US Banks Index ETF,Equity,-,657261536,,203205,-
ZCB,BMO Corporate Bond Index ETF,Fixed Income,-,1816892000,,93770,-
ZCDB,BMO Corporate Discount Bond ETF,Fixed Income,-,57539731.65,,6379,-
ZCH,BMO MSCI China Selection Equity Index ETF,Equity,-,127015527.03999999,,68550,-
ZCLN,BMO Clean Energy Index ETF,Equity,-,64359899.99999999,,21948,-
ZCM,BMO Mid Corporate Bond Index ETF,Fixed Income,-,1285164862.8,,378610,-
ZCN,BMO S&P/TSX Capped Composite Index ETF,Equity,-,14996972413.08,,1099613,-
ZCON,BMO Conservative ETF,Asset Allocation,-,89594820,,51730,-
ZCS,BMO Short Corporate Bond Index ETF,Fixed Income,-,4169556672.96,,1630729,-
ZCS.L,BMO Short Corporate Bond Index ETF,Fixed Income,-,43540400,,10626,-
ZDB,BMO Discount Bond Index ETF,Fixed Income,-,1194914445,,275256,-
ZDH,BMO International Dividend Hedged to CAD ETF,Equity,-,226083000,,26105,-
ZDI,BMO International Dividend ETF,Equity,-,798831264,,136133,-
ZDIV,BMO MSCI Canada IMI High Dividend Yield Index ETF,Equity,-,3180031.8000000003,,1285,-
ZDJ,BMO Dow Jones Industrial Average Hedged to CAD Index ETF,Equity,-,405265675.92,,46243,-
ZDM,BMO MSCI EAFE Hedged to CAD Index ETF,Equity,-,1649559766,,158802,-
ZDV,BMO Canadian Dividend ETF,Equity,-,1591920000,,208760,-
ZDY,BMO US Dividend ETF,Equity,-,768174260,,42921,-
ZDY.U,BMO US Dividend ETF,Equity,-,42161500,,1002,-
ZEA,BMO MSCI EAFE Index ETF,Equity,-,11636592353.91,,947705,-
ZEAT,BMO Global Agriculture ETF,Equity,-,2832527.5,,966,-
ZEB,BMO Equal Weight Banks Index ETF,Equity,-,4692263505,,5163227,-
ZEF,BMO Emerging Markets Bond Hedged to CAD Index ETF,Fixed Income,-,811365275,,120317,-
ZEM,BMO MSCI Emerging Markets Index ETF,Equity,-,2753229200,,833419,-
ZEO,BMO Equal Weight Oil & Gas Index ETF,Equity,-,291413309,,132867,-
ZEQ,BMO MSCI Europe High Quality Hedged to CAD Index ETF,Equity,-,343977830,,27334,-
ZEQL,BMO MSCI USA Equal Weight Index ETF,Equity,-,8952029.84,,2155,-
ZEQL.F,BMO MSCI USA Equal Weight Index ETF,Equity,-,17922029.87,,11230,-
ZEQL.U,BMO MSCI USA Equal Weight Index ETF,Equity,-,7497529.989999999,,653,-
ZEQT,BMO All-Equity ETF,Equity,-,584784591.71,,288778,-
ZEQT.T,BMO All-Equity ETF,Equity,-,5853000.000000001,,9369,-
ZESG,BMO Balanced ESG ETF,Asset Allocation,-,96572970,,16214,-
ZESM,BMO MSCI EAFE Small-Mid Cap Index ETF,Equity,-,4483529.89,,2769,-
ZFC,BMO SIA Focused Canadian Equity Fund,Equity,-,87626500,,4619,-
ZFH,BMO Floating Rate High Yield ETF,Fixed Income,-,227509470.08,,246389,-
ZFL,BMO Long Federal Bond Index ETF,Fixed Income,-,1293957883.3999999,,283994,-
ZFM,BMO Mid Federal Bond Index ETF,Fixed Income,-,750827461.97,,256642,-
ZFN,BMO SIA Focused North American Equity Fund,Equity,-,225367500,,14751,-
ZFS,BMO Short Federal Bond Index ETF,Fixed Income,-,716847218.4,,939047,-
ZFS.L,BMO Short Federal Bond Index ETF,Fixed Income,-,11490000,,4907,-
ZGB,BMO Government Bond Index ETF,Fixed Income,-,1435476840,,46052,-
ZGD,BMO Equal Weight Global Gold Index ETF,Equity,-,387853267.5,,47803,-
ZGI,BMO Global Infrastructure Index ETF,Equity,-,494353525.12,,21789,-
ZGLD,BMO Gold Bullion ETF,Commodity,-,1769416795.1599998,,281857,-
ZGLD.U,BMO Gold Bullion ETF,Commodity,-,42498684.69,,5974,-
ZGLH,BMO Gold Bullion Hedged to CAD ETF,Commodity,-,254537551.07999998,,102187,-
ZGQ,BMO MSCI All Country World High Quality Index ETF,Equity,-,1026055264,,51664,-
ZGRN,BMO MSCI ACWI Paris Aligned Climate Equity Index ETF,Equity,-,7395344.82,,333,-
ZGRO,BMO Growth ETF,Asset Allocation,-,622738770,,183099,-
ZGRO.T,BMO Growth ETF,Asset Allocation,-,46548038.79,,37542,-
ZHP,BMO US Preferred Share Hedged to CAD Index ETF,Preferred Share,-,24424666.5,,4041,-
ZHU,BMO Equal Weight US Health Care Index ETF,Equity,-,9438910,,419,-
ZHY,BMO High Yield US Corporate Bond Hedged to CAD Index ETF,Fixed Income,-,1466940473.28,,454852,-
ZIC,BMO Mid-Term US IG Corporate Bond Index ETF,Fixed Income,-,3697626169.9199996,,149012,-
ZIC.U,BMO Mid-Term US IG Corporate Bond Index ETF,Fixed Income,-,37223550,,5179,-
ZID,BMO MSCI India Selection Equity Index ETF,Equity,-,187745196.10000002,,52192,-
ZIN,BMO Equal Weight Industrials Index ETF,Equity,-,49699585,,4479,-
ZIQ,BMO MSCI EAFE High Quality Index ETF,Equity,-,81774033.03999999,,7602,-
ZIU,BMO S&P/TSX 60 Index ETF,Equity,-,248384503.98999998,,61957,-
ZJG,BMO Junior Gold Index ETF,Equity,-,277427938.5,,64971,-
ZJK,BMO High Yield US Corporate Bond Index ETF,Fixed Income,-,1641407520,,151790,-
ZJK.U,BMO High Yield US Corporate Bond Index ETF,Fixed Income,-,7222940,,1546,-
ZJPN,BMO Japan Index ETF,Equity,-,584760914.01,,97895,-
ZJPN.F,BMO Japan Index ETF,Equity,-,57762064.18000001,,7339,-
ZLB,BMO Low Volatility Canadian Equity ETF,Equity,-,6050803500,,484098,-
ZLC,BMO Long Corporate Bond Index ETF,Fixed Income,-,457638010.3,,76423,-
ZLD,BMO Low Volatility International Equity Hedged to CAD ETF,Equity,-,34824230,,17091,-
ZLE,BMO Low Volatility Emerging Markets Equity ETF,Equity,-,76971342,,7826,-
ZLH,BMO Low Volatility US Equity Hedged to CAD ETF,Equity,-,103207680,,9554,-
ZLI,BMO Low Volatility International Equity ETF,Equity,-,284246334.59999996,,18369,-
ZLSC,BMO Long Short Canadian Equity ETF,Alternative,-,87726845.22,,24598,-
ZLSU,BMO Long Short US Equity ETF,Alternative,-,183392041.68,,106655,-
ZLU,BMO Low Volatility US Equity ETF,Equity,-,2280587400,,157114,-
ZLU.U,BMO Low Volatility US Equity ETF,Equity,-,105052500,,16623,-
ZMBS,BMO Canadian MBS Index ETF,Fixed Income,-,438569510,,14937,-
ZMI,BMO Monthly Income ETF,Asset Allocation,-,217787779.99999997,,76097,-
ZMI.U,BMO Monthly Income ETF,Asset Allocation,-,7357031.53,,3362,-
ZMID,BMO S&P US Mid Cap Index ETF,Equity,-,294216280,,10887,-
ZMID.F,BMO S&P US Mid Cap Index ETF,Equity,-,11550000,,488,-
ZMID.U,BMO S&P US Mid Cap Index ETF,Equity,-,16992500,,1757,-
ZMMK,BMO Money Market Fund,Cash/Currency,-,5399503747,,1365555,-
ZMP,BMO Mid Provincial Bond Index ETF,Fixed Income,-,759916601.73,,265840,-
ZMT,BMO Equal Weight Global Base Metals Hedged to CAD Index ETF,Equity,-,64037667.4,,27260,-
ZMU,BMO Mid-Term US IG Corporate Bond Hedged to CAD Index ETF,Fixed Income,-,3625729385.04,,681995,-
ZNQ,BMO Nasdaq 100 Equity Index ETF,Equity,-,1850410760,,134869,-
ZNQ.U,BMO Nasdaq 100 Equity Index ETF,Equity,-,45534500,,14606,-
ZPAY,BMO Premium Yield ETF,Alternative,-,385828950,,69047,-
ZPAY.F,BMO Premium Yield ETF,Alternative,-,43772000,,5336,-
ZPAY.U,BMO Premium Yield ETF,Alternative,-,32250000,,3243,-
ZPH,BMO US Put Write Hedged to CAD ETF,Alternative,-,35101760,,27131,-
ZPL,BMO Long Provincial Bond Index ETF,Fixed Income,-,335237233.75,,112735,-
ZPR,BMO Laddered Preferred Share Index ETF,Preferred Share,-,1517716204.3400002,,356345,-
ZPR.U,BMO Laddered Preferred Share Index ETF,Preferred Share,-,20684520.18,,228,-
ZPS,BMO Short Provincial Bond Index ETF,Fixed Income,-,395770758.10999995,,66325,-
ZPS.L,BMO Short Provincial Bond Index ETF,Fixed Income,-,6320700,,69,-
ZPW,BMO US Put Write ETF,Alternative,-,87748460,,30098,-
ZPW.U,BMO US Put Write ETF,Alternative,-,6817200,,3504,-
ZQB,BMO High Quality Corporate Bond Index ETF,Fixed Income,-,72318400,,29324,-
ZQQ,BMO Nasdaq 100 Equity Hedged To CAD Index ETF,Equity,-,2654729336,,170244,-
ZRE,BMO Equal Weight REITs Index ETF,Equity,-,601030878,,155022,-
ZRR,BMO Real Return Bond Index ETF,Fixed Income,-,95027560,,43670,-
ZSB,BMO Short-Term Bond Index ETF,Fixed Income,-,167128320,,15366,-
ZSDB,BMO Short-Term Discount Bond ETF,Fixed Income,-,271018981.65,,40958,-
ZSML,BMO S&P US Small Cap Index ETF,Equity,-,108096000,,8365,-
ZSML.F,BMO S&P US Small Cap Index ETF,Equity,-,21983500,,8981,-
ZSML.U,BMO S&P US Small Cap Index ETF,Equity,-,9244000,,345,-
ZSP,BMO S&P 500 Index ETF,Equity,-,20905297564.8,,809365,-
ZSP.U,BMO S&P 500 Index ETF,Equity,-,2526590110,,148279,-
ZST,BMO Ultra Short-Term Bond ETF,Fixed Income,-,3789934060,,459344,-
ZST.L,BMO Ultra Short-Term Bond ETF,Fixed Income,-,537749250,,73522,-
ZSU,BMO Short-Term US IG Corporate Bond Hedged to CAD Index ETF,Fixed Income,-,316482933.6,,227590,-
ZTIP,BMO Short-Term US TIPS Index ETF,Fixed Income,-,16068010,,4615,-
ZTIP.F,BMO Short-Term US TIPS Index ETF,Fixed Income,-,193295740,,6304,-
ZTIP.U,BMO Short-Term US TIPS Index ETF,Fixed Income,-,5160590,,180,-
ZUAG,BMO US Aggregate Bond Index ETF,Fixed Income,-,5724031.8,,1553,-
ZUAG.F,BMO US Aggregate Bond Index ETF,Fixed Income,-,1392804630.04,,83341,-
ZUAG.U,BMO US Aggregate Bond Index ETF,Fixed Income,-,22685281.29,,1520,-
ZUB,BMO Equal Weight US Banks Hedged to CAD Index ETF,Equity,-,386886979.5,,431532,-
ZUCM,BMO USD Cash Management ETF,Cash/Currency,-,45662130.14,,18114,-
ZUCM.U,BMO USD Cash Management ETF,Cash/Currency,-,96267929.99,,47761,-
ZUD,BMO US Dividend Hedged to CAD ETF,Equity,-,149925520,,9473,-
ZUE,BMO S&P 500 Hedged to CAD Index ETF,Equity,-,4091928131.7500005,,216838,-
ZUH,BMO Equal Weight US Health Care Hedged to CAD Index ETF,Equity,-,174143200,,7701,-
ZUP,BMO US Preferred Share Index ETF,Preferred Share,-,45444512,,4117,-
ZUP.U,BMO US Preferred Share Index ETF,Preferred Share,-,8972500,,849,-
ZUQ,BMO MSCI USA High Quality Index ETF,Equity,-,1127120010,,77365,-
ZUQ.F,BMO MSCI USA High Quality Index ETF,Equity,-,82026000,,25269,-
ZUQ.U,BMO MSCI USA High Quality Index ETF,Equity,-,18762000,,776,-
ZUS.U,BMO Ultra Short-Term US Bond ETF,Fixed Income,-,80350860,,12579,-
ZUS.V,BMO Ultra Short-Term US Bond ETF,Fixed Income,-,94874100,,19272,-
ZUT,BMO Equal Weight Utilities Index ETF,Equity,-,807204916,,347120,-
ZVC,BMO MSCI Canada Value Index ETF,Equity,-,44345910,,4527,-
ZVU,BMO MSCI USA Value Index ETF,Equity,-,113860319.99999999,,32767,-
ZWA,BMO Covered Call Dow Jones Industrial Average Hedged to CAD ETF,Equity,-,198688910,,13797,-
ZWA.T,BMO Covered Call Dow Jones Industrial Average Hedged to CAD ETF,Equity,-,1125000,,,-
ZWB,BMO Covered Call Canadian Banks ETF,Equity,-,3878550000,,500960,-
ZWB.T,BMO Covered Call Canadian Banks ETF,Equity,-,2245000,,715,-
ZWB.U,BMO Covered Call Canadian Banks ETF,Equity,-,19260032.1,,6278,-
ZWC,BMO Canadian High Dividend Covered Call ETF,Equity,-,2111327200,,382988,-
ZWC.T,BMO Canadian High Dividend Covered Call ETF,Equity,-,1018750,,214,-
ZWE,BMO Europe High Dividend Covered Call Hedged to CAD ETF,Equity,-,753772225,,125497,-
ZWE.T,BMO Europe High Dividend Covered Call Hedged to CAD ETF,Equity,-,1000000,,15,-
ZWEN,BMO Covered Call Energy ETF,Equity,-,154239842.81,,52428,-
ZWEN.T,BMO Covered Call Energy ETF,Equity,-,1125000,,5,-
ZWG,BMO Global High Dividend Covered Call ETF,Equity,-,287498000,,24763,-
ZWG.T,BMO Global High Dividend Covered Call ETF,Equity,-,1006250,,13,-
ZWGD,BMO Covered Call Spread Gold Bullion ETF,Commodity,-,33768042.21,,9102,-
ZWGD.T,BMO Covered Call Spread Gold Bullion ETF,Commodity,-,1000000,,10,-
ZWH,BMO US High Dividend Covered Call ETF,Equity,-,1052191400,,133914,-
ZWH.T,BMO US High Dividend Covered Call ETF,Equity,-,1125000,,20,-
ZWH.U,BMO US High Dividend Covered Call ETF,Equity,-,82962000,,6121,-
ZWHC,BMO Covered Call Health Care ETF,Equity,-,29700027,,3931,-
ZWHC.T,BMO Covered Call Health Care ETF,Equity,-,1125000,,,-
ZWK,BMO Covered Call US Banks ETF,Equity,-,319779250,,119441,-
ZWK.T,BMO Covered Call US Banks ETF,Equity,-,1125000,,3,-
ZWP,BMO Europe High Dividend Covered Call ETF,Equity,-,1058514500,,94230,-
ZWP.T,BMO Europe High Dividend Covered Call ETF,Equity,-,2050000,,1390,-
